subproperty_type,locality,equipped_kitchen,state_building,epc,fl_terrace,fl_open_fire,fl_swimming_pool,fl_garden,fl_double_glazing,construction_year,latitude,longitude,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,terrace_sqm,primary_energy_consumption_sqm,cadastral_income,garden_sqm,zip_code
MISSING,MISSING,MISSING,MISSING,MISSING,0,0,0,0,0,1984.9389299225365,50.88500681167893,4.3307769246813725,169.5809640159929,1065.8648173471381,2.810639938319198,2.7648,11.353497393623469,405.84263304025916,1106.4967741935484,116.12013729977117,5133.1202
